title,artist,isHot,popularity,album_popularity,genres,cluster
Crazy Mixed up World - Remastered,Faye Adams,0,0,4,['rhythm and blues'],2
James (Hold the Ladder Steady),Sue Thompson,0,12,35,['deep adult standards'],2
It Makes No Difference Now,Billie Jo Spears,0,6,13,['classic country pop'],2
Spanish Grease,Willie Bobo,0,43,40,"['afro-cuban percussion', 'boogaloo', 'latin jazz']",2
Setting Fire to Sleeping Giants,The Dillinger Escape Plan,0,37,41,"['american metalcore', 'mathcore', 'new jersey hardcore', 'new jersey punk', 'post-hardcore']",2
Twist and Shout,The Shangri-Las,0,1,9,"['brill building pop', 'classic girl group', 'rock-and-roll']",2
Sabor Guajiro,Roberto Torres,0,6,11,"['charanga', 'latin jazz', 'musica tradicional cubana', 'salsa']",2
Crossfire,Stevie Ray Vaughan,0,48,55,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'instrumental rock', 'rock', 'texas blues']",2
Human Cannonball,Loudon Wainwright III,0,3,17,"['folk', 'singer-songwriter']",2
Oute Ena Efharisto,Despina Vandi,0,1,3,"['greek pop', 'laiko']",2
Spin,Scarlet's Remains,0,11,29,"['deathrock', 'gothic rock']",2
Burning In The Aftermath,The Suicide Machines,0,15,42,"['punk', 'ska', 'ska punk', 'skate punk']",2
In a Subtle Way,Jacob Young,0,0,2,"['ecm-style jazz', 'jazz guitar', 'norwegian jazz']",2
Human Being,New York Dolls,0,23,35,"['early us punk', 'glam punk', 'glam rock', 'protopunk', 'punk']",2
The More I See You,Eliane Elias,0,29,34,"['bossa nova', 'brazilian modern jazz', 'contemporary vocal jazz', 'jazz pop', 'piano mpb', 'vocal jazz']",2
Nashville Parthenon,Casiotone For The Painfully Alone,0,23,40,"['anti-folk', 'indietronica', 'lo-fi']",2
Certain Things We Do,Lost Boyz,0,8,39,"['east coast hip hop', 'queens hip hop']",2
Cocain Ducks,Ec8or,0,10,11,"['breakcore', 'digital hardcore']",2
Glory Be,R.L. Burnside,0,26,48,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2
Myth Takes,!!!,0,31,34,"['alternative dance', 'dance rock', 'dance-punk', 'neo-synthpop', 'new rave', 'sacramento indie']",2
Someone To Watch Over Me,Frank Chacksfield,0,0,0,"['easy listening', ""man's orchestra""]",2
Just As Much As Ever,Bert Kaempfert,0,3,39,"['ballroom', 'easy listening']",2
Hard Times,Run–D.M.C.,0,34,49,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",2
Filipino Baby,Hank Locklin,0,0,0,['nashville sound'],2
Escapist,Nightwish,0,33,32,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",2
Witch Weed - Live,Bongzilla,0,6,19,"['doom metal', 'drone metal', 'sludge metal', 'stoner metal', 'stoner rock']",2
(Bloody Paw on the) Kill Floor,BUSDRIVER,0,7,34,"['abstract hip hop', 'alternative hip hop']",2
Rain and Snow,Pentangle,0,15,25,"['british folk', 'folk rock', 'psychedelic folk']",2
Beyond the Light,Aberdeen,0,0,0,"['c86', 'tape club', 'twee pop']",2
Gerra De De,DJ Dips,0,33,30,['bhangra'],2
Inolvidable,Bebo Valdés,0,43,54,"['cha-cha-cha', 'jazz cubano', 'latin jazz', 'musica tradicional cubana']",2
Miracle,Bizarre Inc,0,0,8,"['classic house', 'diva house', 'hardcore techno', 'hip house']",2
U Killed It,Lily Allen,0,24,67,"['dance pop', 'electropop', 'neo mellow']",2
I Wish My Mother Was Here,Byther Smith,0,0,6,"['blues', 'electric blues']",2
Give Me 40 Acres (To Turn This Rig Around),Willis Brothers,0,2,12,['truck-driving country'],2
Have Yourself A Merry Little Christmas,Hem,0,29,26,"['ectofolk', 'lilith']",2
Retratos-Ernesto Nazareth - Instrumental,Laurindo Almeida,0,1,16,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'violao', 'violao classico']",2
The Owl and the Pussy-Cat,Igor Stravinsky,0,0,6,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']",2
Until You Love Someone,Dean Martin,0,4,17,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",2
Nutty Block,Rodney-O & Joe Cooley,0,5,28,"['bass music', 'electro', 'miami bass']",2
Set You Free This Time (Live),Gene Clark,0,0,1,"['baroque pop', 'cosmic american', 'country rock', 'singer-songwriter']",2
Hai Shava,Malkit Singh,0,0,1,"['bhangra', 'classic bhangra']",2
Stream,Suzanne Ciani,0,0,9,"['modular synth', 'new age', 'spectra']",2
Deform (live),The Berzerker,0,1,21,"['australian metal', 'cybergrind', 'deathgrind']",2
Spooks In Space,Perrey and Kingsley,0,11,27,"['moog', 'vintage french electronic', 'zolo']",2
Wicker Chair,Kings of Leon,0,28,40,"['modern rock', 'rock']",2
"Forming - Live at the Starwood, December 3, 1980",Germs,0,2,15,"['early us punk', 'hardcore punk', 'punk']",2
Driving Home for Christmas,Chris Rea,0,78,74,"['soft rock', 'sophisti-pop']",2
Make Me Over v1.1,Vickie Winans,0,0,0,['gospel'],2
Auguri cha cha,Bob Azzam,0,2,27,['arab groove'],2
Broken-Down Merry-Go-Round,Jimmy Wakely,0,0,0,"['arkansas country', 'classic oklahoma country', 'cowboy western', 'western swing']",2
Tonight Will Be Alright,Lionel Richie,0,23,69,['soft rock'],2
Caught In a Dream,Tesla,0,25,29,"['album rock', 'glam metal', 'hard rock', 'sacramento indie']",2
Sohna Nee Sohna Data,Faiz Ali Faiz,0,0,0,"['qawwali', 'sufi']",2
Floating - 2012 Remaster,Blue Rodeo,0,11,40,"['canadian rock', 'country rock']",2
Hell,Foo Fighters,0,36,69,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",2
Waiting Phase One,Porcupine Tree,0,24,35,"['progressive metal', 'progressive rock']",2
