title,artist,isHot,popularity,album_popularity,genres
Cutdown,Bongzilla,False,16,32,"['doom metal', 'drone metal', 'sludge metal', 'stoner metal', 'stoner rock']"
Are We Here? - Edit,Orbital,False,18,33,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']"
So Beautiful,Jarvis Church,False,7,10,['canadian pop']
Say Hello,April Wine,False,32,37,"['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock']"
Stay Close To Me,Margaret Becker,False,3,12,['deep christian rock']
With Strength I Burn,Emperor,False,29,41,"['black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'symphonic metal', 'technical black metal']"
"Mega Mosaico de Fruko: El Preso, El Caminante, Tania, El Ausente",Fruko Y Sus Tesos,False,2,47,"['salsa', 'salsa colombiana']"
Echo,Joe Satriani,False,29,53,"['instrumental rock', 'metal guitar', 'shred']"
Locomotive (Complicity),Guns N' Roses,False,45,77,"['glam metal', 'hard rock', 'rock']"
La Palabra Fin,Johnny Pacheco,False,8,12,"['charanga', 'salsa']"
Crash Course,U.K. Subs,False,10,34,"['hardcore punk', 'oi', 'punk', 'uk82']"
September Song,Tony Martin,False,0,0,['deep adult standards']
Missing You For A Mile,Beres Hammond,False,2,9,"['lovers rock', 'reggae', 'roots reggae', 'soca']"
Strange Fruit,James Carter,False,0,4,['contemporary post-bop']
Flight Of Earls,Barley Bree,False,0,7,['irish country']
The Luck You Got,The High Strung,False,44,40,['detroit indie']
Guided by History,Mithotyn,False,3,15,"['folk metal', 'pagan black metal', 'viking black metal', 'viking metal']"
Turn It Out,Larry Graham & Graham Central Station,False,12,28,"['funk', 'p funk']"
笑說想,Leo Ku,False,12,27,['cantopop']
Serenade,Slim Whitman,False,8,35,"['cowboy western', 'yodeling']"
Rodriguez Pena (Tango),Jo Privat,False,0,9,"['bal-musette', 'jazz accordion']"
Hey Joe!,Carl Smith,False,26,37,"['classic country pop', 'honky tonk', 'western swing']"
Down On Him,The Pursuit Of Happiness,False,6,36,['canadian rock']
Enough,Storyville,False,10,22,[]
Melodia Simple,Mancha De Rolando,False,37,59,['argentine rock']
Destined To Win - Commander Sozo Album Version,DeGarmo & Key,False,28,27,['deep christian rock']
Ma douleur...,Julie Zenatti,False,3,13,"['chanson', 'french pop']"
Termina la Feria - Remastered,Gloria Lasso,False,0,4,['cancion melodica']
Au bout de la marelle,Patrick Bruel,False,14,46,"['chanson', 'french pop', 'variete francaise']"
Ley Lines,Embrace The End,False,2,11,['brutal deathcore']
The Memory Stone,Michael Gettel,False,7,12,"['new age', 'new age piano']"
I Saw an Angel,Pentangle,False,12,36,"['british folk', 'folk rock', 'psychedelic folk']"
The Mighty Sb - Live,The Michael Landau Group,False,4,18,[]
Begin The Beguine,Los Tres Diamantes,False,14,44,"['bolero', 'bolero mexicano']"
Rain from the Skies Mix 2,Delroy Wilson,False,0,0,"['lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
Porque Yo Te Amo,Leonardo Favio,False,28,26,"['cancion melodica', 'cantautor', 'pop romantico', 'ranchera']"
Heaven Only Knows,K-OS,False,18,26,"['alternative hip hop', 'canadian hip hop', 'canadian old school hip hop']"
Baby Can't Be Found,Bob Margolin,False,0,1,"['acoustic blues', 'blues', 'electric blues', 'modern blues', 'power blues-rock']"
If You Smile at the Sun,Kitty Kallen,False,0,0,['torch song']
It Killed Mom - Live,Osees,False,14,27,['neo-psychedelic']
Lover Come Back to Me,Candlebox,False,31,42,"['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'post-grunge']"
When,Wilshire,False,0,9,[]
Disconnected,Cowboy Mouth,False,10,18,['alternative roots rock']
Beat Conductor,Autonomous Bass Heads,False,0,0,"['bass music', 'miami bass', 'nu electro']"
Jesus Laughing - Some Things Never Change Version,Mark Lowry,False,5,14,['southern gospel']
Been There All The Time,Dinosaur Jr.,False,24,41,"['alternative rock', 'lo-fi', 'noise pop', 'noise rock', 'permanent wave', 'power pop', 'shoegaze', 'slacker rock']"
Fax Me,Supertalented,False,0,0,[]
Making Up For Lost Time - Footprints In The Sand Album Version,Cristy Lane,False,2,28,['country gospel']
Lord We Give You All the Praise,The Jackson Southernaires,False,0,7,['praise']
Sensory Deprivation Adventure,From Autumn To Ashes,False,19,45,"['melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']"
Tom Dooley,The Kingston Trio,False,40,40,"['american folk revival', 'folk']"
A Brief History of Shitty Comedy,Patton Oswalt,False,4,20,['comedy']
Un Ojo Dimos,Barrio Obrero,False,39,43,['gaita zuliana']
Dying Batteries,Casiotone For The Painfully Alone,False,3,17,"['anti-folk', 'indietronica', 'lo-fi']"
30 Days In The Hole,Humble Pie,False,14,22,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'southern rock', 'symphonic rock']"
A Baby's Born,James Ingram,False,24,39,['quiet storm']
Cerilene,Sister Hazel,False,13,58,"['neo mellow', 'pop rock', 'post-grunge']"
Faces,Run–D.M.C.,False,11,24,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']"
How Does It Feel,Avril Lavigne,False,44,69,"['canadian pop', 'candy pop', 'dance pop', 'pop']"
Do It to Me,Sasha,False,0,14,[]
It Makes No Difference Now,Jimmie Davis,False,17,15,"['country gospel', 'traditional country', 'western swing']"
Hummingbird,Leon Russell,False,34,47,"['blues rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piano rock', 'roots rock', 'singer-songwriter', 'southern rock', 'swamp rock']"
Where Do We Go Now But Nowhere?,Nick Cave & The Bad Seeds,False,35,61,"['alternative rock', 'permanent wave', 'singer-songwriter']"
Juliet - Re-Record,The Four Pennies,False,2,32,['british invasion']
Broken Radio '22,Jesse Malin,False,30,25,['alternative country']
Amazing Grace,Bill Murk,False,0,0,[]
Sonho (Dream),Nando Lauria,False,11,35,[]
Flight To Jordan - Live,Tito Puente,False,2,9,"['afro-cuban percussion', 'jazz puertorriqueno', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa']"
Mother of Greed,Jason & The Scorchers,False,1,11,"['alternative country', 'cowpunk', 'roots rock']"
I Was Blind But Now I See,Greater Vision,False,5,11,['southern gospel']
The Wrapper,Marco Beltrami,False,0,6,"['orchestral soundtrack', 'soundtrack']"
Tule illoin,Fredi,False,0,2,"['classic finnish pop', 'classic iskelma']"
Ready for the Love,Angela Stewart,False,0,1,[]
Guardian Angel,Since The Flood,False,1,11,['beatdown']
You Gotta Go,Fountains Of Wayne,False,2,12,"['pop rock', 'power pop']"
Why Do You Have To Go,The Dells,False,10,33,"['chicago soul', 'classic soul', 'disco', 'funk', 'quiet storm', 'soul', 'southern soul']"
Once Again,Del Horno,False,0,0,[]
Same Old Song and Dance,Aerosmith,False,50,51,"['album rock', 'classic rock', 'hard rock', 'rock']"
Best Kept Secret,Dons,False,0,6,['latvian pop']
Tanguero - Instrumental,Laurindo Almeida,False,0,7,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'violao', 'violao classico']"
Freestyle Ministry - Server Verbals,KRS-One,False,3,19,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
Moving On,Constance Demby,False,0,14,"['healing', 'new age']"
Love Is An Uphill Climb,David Robertson,False,0,0,[]
He Dreams Of Spaceships,Lorna,False,1,4,[]
Stuck On Rewind,Rockit,False,0,5,[]
Juncales,Juan Carmona,False,0,1,"['flamenco', 'flamenco guitar']"
Open your Eyes,Call To Preserve,False,0,6,[]
Corner Story,Del The Funky Homosapien,False,36,34,"['alternative hip hop', 'hip hop', 'oakland hip hop']"
3 Deuces,Marcus Miller,False,20,38,"['electric bass', 'instrumental funk', 'jazz funk', 'jazz fusion']"
Ta Min Vals - Take This Waltz,Ebba Forsberg,False,22,27,['swedish singer-songwriter']
So Lonely,The Police,False,64,76,"['album rock', 'classic rock', 'permanent wave', 'rock']"
Sin Ti,Anthony Cruz,False,11,37,['salsa']
Mo lanmou,Patrick Saint-Eloi,False,3,31,"['musique guadeloupe', 'zouk', 'zouk riddim']"
Follow The Leader,Eric B. & Rakim,False,38,34,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']"
Room At The Bottom,Vince Guaraldi,False,13,24,"['jazz piano', 'space age pop']"
Thine Is the Kingdom,Parachute Band,False,0,0,"['ambient worship', 'nz christian']"
Sonnenfreunde,Carl Crack,False,2,18,"['digital hardcore', 'sound collage']"
Pamella,Remmy Ongala,False,5,28,['zilizopendwa']
"I Love You, You Imbecile",Pelle Carlberg,False,8,11,"['svensk indie', 'twee pop', 'uppsala indie']"
Greasers,Pre,False,1,10,"['noise rock', 'sasscore']"
Andra sidan,Sofia Karlsson,False,10,22,"['classic swedish pop', 'folkmusik', 'swedish jazz', 'swedish singer-songwriter']"
Linda Lou,Bob Wills & His Texas Playboys,False,0,19,"['bakersfield sound', 'traditional country', 'western swing']"
Femme du guerrier - Chant,Les Ogres De Barback,False,16,35,"['french folk pop', 'french reggae', 'french rock']"
Johnny My Boy - Original,The Ad Libs,False,0,3,"['brill building pop', 'doo-wop', 'rhythm and blues']"
Hypergasm,Chaotica,False,2,13,['neo-industrial rock']
Victims of the Occupation,Anne Dudley,False,1,39,"['british soundtrack', 'soundtrack']"
就是愛妳,David Tao,False,57,62,"['chinese r&b', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']"
A quoi ça sert,Julie Zenatti,False,6,14,"['chanson', 'french pop']"
Falling In Love,Uriah Heep,False,10,25,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']"
Close To The Well,Ivan Parker,False,0,5,['southern gospel']
[Hidden Track],Galactic,False,3,22,"['funk rock', 'jam band', 'new orleans funk']"
See The Lights - 2002 Digital Remaster,Simple Minds,False,45,49,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock']"
Dolor,Los Traileros Del Norte,False,6,27,"['musica mexicana', 'norteno']"
Little Bluebird,Little Milton,False,17,16,"['electric blues', 'memphis soul', 'soul blues', 'southern soul']"
The Painter,The Rance Allen Group,False,4,27,['gospel']
Do You Want To,Franz Ferdinand,False,60,60,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']"
"Cincinnati, Ohio",Connie Smith,False,15,13,"['classic country pop', 'nashville sound']"
Ina Your Rights,Aswad,False,1,9,"['reggae', 'roots reggae', 'uk reggae']"
España Tiene Sabor,Los Niños De Sara,False,4,33,['rumba']
When The Sun Goes Down,Guitar Slim,False,0,3,"['acoustic blues', 'blues', 'louisiana blues', 'new orleans blues', 'traditional blues']"
The Son Shines Down On Me,Asleep At The Wheel,False,1,12,['classic texas country']
時光本是無罪,Sandy Lam,False,8,35,"['c-pop', 'classic mandopop', 'mandopop']"
Not Missing You,Inspector 9,False,0,0,[]
Hope For The Fallen,Call To Preserve,False,2,6,[]
No Rainbow,Deadboy & The Elephantmen,False,15,35,['swamp rock']
Show Some Sign,The Jackson Southernaires,False,0,4,['praise']
Little Bar Butterfly,Mae West,False,0,3,['vintage hollywood']
Too Much Fun,Commander Cody and His Lost Planet Airmen,False,7,19,['country rock']
Evenglow,David & Steve Gordon,False,5,12,['healing']
My Butcher Man,Memphis Minnie & Kansas Joe,False,1,11,"['memphis blues', 'traditional blues', 'vintage swing']"
This Love,Maroon 5,False,81,83,['pop']
Big Woman,Washboard Sam,False,0,3,"['chicago blues', 'traditional blues', 'washboard']"
Unforgettable Season,Cut Copy,False,23,53,"['alternative dance', 'australian dance', 'australian electropop', 'electronic rock', 'electronica', 'indietronica', 'neo-synthpop']"
Somebody Changed the Lock,Tarheel Slim,False,0,1,[]
Hank and Joe and Me,Johnny Cash,False,16,46,"['arkansas country', 'outlaw country', 'rock']"
Spanish Nights (Remastered),Michael Stanley Band,False,14,21,['heartland rock']
Framed - Remastered 2002,The Sensational Alex Harvey Band,False,21,34,['glam rock']
Far Beyond the Endless,Moist,False,9,12,['swedish synth']
Lonely,Akon,False,77,76,['dance pop']
每天愛你多一些,Leon Lai,False,11,25,"['c-pop', 'cantopop', 'classic cantopop']"
Slide In - Slide Out,Capital Tax,False,0,1,['deep east coast hip hop']
Talking About It Blues,Otis Taylor,False,1,14,"['acoustic blues', 'country blues']"
Gaita Pueblera,Gran Coquivacoa,False,38,56,"['classic venezuelan pop', 'gaita zuliana']"
Sanchez Family,Harry Gregson-Williams,False,10,44,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']"
Le Beeatch - Phonat Remix,Trafik,False,0,0,[]
Frank's Plea,Marco Beltrami,False,1,5,"['orchestral soundtrack', 'soundtrack']"
Quinze mai,Gus Viseur,False,0,2,"['bal-musette', 'jazz accordion']"
Bricks And Mortar,The Jam,False,17,47,"['mod revival', 'new romantic', 'new wave', 'punk', 'ska revival']"
Plage De Belle Maison - Île D'yeu-Suite,Thomas Battenstein,False,0,0,[]
You And Only You,FFH,False,2,10,"['christian alternative rock', 'christian music']"
Mental Beat,Hanoi Rocks,False,0,8,"['finnish hard rock', 'glam metal', 'glam punk', 'glam rock', 'sleaze rock']"
Thump Thump Da Box,DJ Phiene,False,0,0,['ghettotech']
Scars and Souvenirs Intro,Max Stalling,False,1,15,['classic texas country']
Luna Latina,Néstor Torres,False,8,14,[]
Cross The Bridge,Beenie Man,False,0,22,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']"
The Distance,Bon Jovi,False,28,57,"['glam metal', 'rock']"
Jambalaya (On The Bayou),Johnny Copeland,False,3,18,"['blues', 'electric blues', 'texas blues']"
Comeback,Eric Burdon,False,0,2,['british blues']
"Oh! quand je dors, S. 282/2",Franz Liszt,False,0,0,"['classical', 'late romantic era']"
"Main Theme from Jaws (From ""Jaws"")",John Williams,False,0,3,"['orchestral soundtrack', 'soundtrack']"
"Mine, All Mine",Jimmy Wakely,False,10,8,"['arkansas country', 'classic oklahoma country', 'cowboy western', 'western swing']"
The Small Print,Muse,False,47,74,"['alternative rock', 'modern rock', 'permanent wave', 'rock']"
Termites in the Bathtub,Dntel,False,0,4,"['downtempo', 'experimental synth', 'indie electronica']"
Easily - Live at Rockpalast 2007,Vivian,False,0,0,[]
Shut Up,Pretty Boy Floyd,False,4,22,"['canadian metal', 'glam metal', 'sleaze rock']"
From a Jack to a King,Ned Miller,False,38,39,['nashville sound']
Crazy,Aerosmith,False,72,73,"['album rock', 'classic rock', 'hard rock', 'rock']"
Out In The Streets,The Shangri-Las,False,37,53,"['brill building pop', 'classic girl group', 'rock-and-roll']"
Viimeinen lento,Kaija Koo,False,21,30,"['classic iskelma', 'finnish dance pop', 'finnish pop', 'iskelma', 'suomi rock']"
Wanted Dead Or Alive,Phil Lewis,False,11,16,[]
Scrimmage,Gerald Clayton,False,2,11,"['contemporary jazz', 'jazz', 'modern jazz piano', 'straight-ahead jazz']"
Farenheit 303,Orbital,False,17,41,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']"
So It Goes,Mister Ries,False,0,0,['ghettotech']
summer jam,Set Your Goals,False,28,41,"['anthem emo', 'easycore', 'pop punk']"
India Revisited,Jeff Wahl,False,0,0,"['christmas instrumental', 'instrumental acoustic guitar']"
Horn Webb - Instrumental,Art Ensemble Of Chicago,False,0,0,"['avant-garde jazz', 'free improvisation', 'free jazz']"
Contagious,Ill Harmonics,False,0,6,[]
Star Signs,Leona Naess,False,4,36,"['ectofolk', 'lilith']"
Rock Around the Christmas Tree,Daniel Johnston,False,17,17,"['alternative rock', 'anti-folk', 'chamber pop', 'countrygaze', 'lo-fi', 'melancholia', 'noise pop', 'outsider']"
Love Round The Corner,The Motors,False,1,29,"['classic uk pop', 'pub rock']"
After Hours,Phantom Planet,False,11,32,[]
Tell Me Why,Smokin' Joe Kubek & Bnois King,False,14,16,"['blues', 'electric blues', 'modern blues', 'power blues-rock']"
Night Time (Live),Suicide,False,0,4,"['experimental', 'experimental rock', 'no wave', 'noise rock', 'synth punk']"
Real People - Cybernetic Dub,Apache Indian,False,0,10,['uk dancehall']
Psihi Mou Moni,Peggy Zina,False,0,3,"['greek pop', 'laiko']"
So Much Love,The Shangri-Las,False,1,25,"['brill building pop', 'classic girl group', 'rock-and-roll']"
The Everlasting Gaze - A Static Lullaby,A Static Lullaby,False,1,8,"['post-hardcore', 'screamo']"
Outta Control - Remix,50 Cent,False,49,45,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
La Vida - Versión Remasterizada 2008,Los Fabulosos Cadillacs,False,48,53,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'ska', 'ska argentino']"
"Do It, Fluid",The Blackbyrds,False,33,37,"['classic soul', 'funk', 'jazz funk', 'p funk', 'soul jazz']"
Criteria,Shaggy,False,14,58,"['dance pop', 'pop rap', 'reggae fusion']"
Missing You,Anthony Watson,False,1,3,[]
Shed so Many Tears,Johnny Winter,False,0,2,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'texas blues', 'traditional blues']"
Lixuneanos - Original Mix,Rui Da Silva,False,0,0,"['classic house', 'portuguese electronic']"
Pretty Little Thing,Dale Hawkins,False,0,1,"['rock-and-roll', 'rockabilly', 'swamp rock']"
Drunnhvíta Elevator,John Tchicai,False,0,0,"['avant-garde jazz', 'free jazz', 'jazz saxophone']"
Chile con carne,Gabriel Yared,False,20,46,['french soundtrack']
Mountain Theme,Bruce Rowland,False,24,39,"['australian classical', 'oceania soundtrack']"
You Found Me,MxPx,False,11,28,"['christian punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']"
Bop Till You Drop,Michael Stanley Band,False,0,7,['heartland rock']
School Spirit Skit 2,Kanye West,False,46,83,"['chicago rap', 'hip hop', 'rap']"
Vos Sabes - Versión Remasterizada 2008,Los Fabulosos Cadillacs,False,49,53,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'ska', 'ska argentino']"
Strangers In The Night,Glen Washington,False,38,40,"['lovers rock', 'old school dancehall', 'reggae', 'roots reggae']"
Lament for Frankie,Solas,False,8,32,"['celtic', 'irish dance', 'irish folk', 'irish neo-traditional']"
Good News,The Kingston Trio,True,7,32,"['american folk revival', 'folk']"
Squanderer,Shriekback,False,0,6,['deep new wave']
Dos imposibles,Diego Vasallo,False,1,18,[]
Turning Of A Key,Michael Gettel,False,6,29,"['new age', 'new age piano']"
Boots The Monkey!,Dora The Explorer,False,8,40,"['cartoon', ""children's music""]"
Too Shy To Scream,AFI,False,9,22,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'screamo']"
Sugar Buzz,Russell Malone,False,1,16,['jazz guitar']
Mi Mas Agapas,Angela Dimitriou,False,8,37,"['greek pop', 'laiko']"
Dame un Besito (Version Salsa),Andy & Lucas,False,6,37,"['latin pop', 'pop flamenco', 'rumba', 'spanish pop']"
Fiel Enamorado,Estrellas Cubanas,False,0,1,['son cubano clasico']
She Is,The Fray,False,49,80,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
Dry Bone Shuffle (Take 3),Blind Blake,False,0,12,"['acoustic blues', 'bahamian folk', 'country blues', 'piedmont blues', 'pre-war blues', 'ragtime', 'traditional blues']"
Ouverture,Richard Wagner,False,4,6,"['classical', 'german opera', 'german romanticism', 'late romantic era']"
Gir Dig Mer,Nik & Jay,False,22,49,['danish pop']
Warfare (feat. Joell Ortiz),Joe Budden,False,6,20,"['battle rap', 'new jersey rap']"
The Message,Grandmaster Flash,False,34,33,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']"
Games People Play,The Jordanaires,False,0,0,['country gospel']
These Days,Ayọ,False,19,47,['neo soul']
Slip Kid,The Who,False,26,42,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']"
Lead Me To The Cross - Acoustic,Seventh Day Slumber,False,5,8,"['ccm', 'christian alternative rock', 'christian music', 'christian rock']"
Everybody Loves Me But You,Brenda Lee,False,27,35,"['adult standards', 'easy listening', 'lounge', 'rockabilly']"
A True,Sugar Minott,False,0,6,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
Psychopath,Lizzy Borden,False,16,26,"['glam metal', 'speed metal', 'us power metal']"
Sarapatel Humano,Márcio Faraco,False,7,30,[]
Abagui Alobi,Patience Dabany,False,1,13,"['gabonese pop', 'zouglou']"
Last Night - Clean Album Version,Northern State,False,0,0,[]
Problem Solver,Valient Thorr,False,2,24,['north carolina metal']
Circumstances,Johnny Copeland,False,0,18,"['blues', 'electric blues', 'texas blues']"
Mother-In-Law Blues,Little Junior Parker,False,0,1,[]
Listen Up,Jedi Mind Tricks,False,18,46,"['conscious hip hop', 'philly rap', 'political hip hop']"
Peace,Billy Higgins,False,0,3,['jazz drums']
Have Fun Prelude,Speech,False,0,2,['conscious hip hop']
Dreams - Original,Dan Moretti,False,0,0,[]
Just Let Me Be In Love,Tracy Byrd,False,21,49,"['contemporary country', 'country', 'country road']"
Pretend,Shelby Lynne,False,37,58,"['contemporary vocal jazz', 'ectofolk', 'folk', 'lilith']"
Calm - Live Edit,Circular,False,1,8,"['ambient psychill', 'nordic ambient', 'psychill']"
Now I Know - NORMAL,Bullethole,False,0,0,[]
Poker Face,Lady Gaga,False,80,83,"['art pop', 'dance pop', 'pop']"
Wrong Decision - Instrumental,Vrse Murphy,False,0,0,[]
Golfshirt Pt. 2,Nerf Herder,False,9,19,"['power-pop punk', 'socal pop punk']"
Nordmark,Yggdrasil,False,0,2,"['folk metal', 'nordic folk metal', 'viking metal']"
Rain Down on Me - Tiësto Remix,KANE,False,33,31,"['dutch pop', 'dutch rock']"
Little Latin Lupe Lu,The Righteous Brothers,False,34,33,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly']"
Youth Club Dance - Demo,The Cortinas,False,0,0,['deep punk rock']
Party,Rodney O,False,0,8,"['electro', 'miami bass']"
Stinky Breath,Blingtones,False,0,0,['ringtone']
"Baila Girl, Todo Hombre Llorando por Ti",Daddy Yankee,False,21,56,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
啤酒泡泡,Steve Chou,False,17,55,"['classic mandopop', 'mandopop']"
Why Should I Cry For You,Mariano Yanani,False,0,0,[]
Test 72,Mush,False,0,0,[]
You Beat The Hell Outta Me,The Motors,False,10,39,"['classic uk pop', 'pub rock']"
Oye,Gertrudis,False,8,23,"['indie catala', 'musica catalana', 'rock catala', 'rumba', 'rumba catalana']"
Irish Medley - Jigs,Jean Carnigan,False,0,1,['folklore quebecois']
Bang! Bang! - Edited Version,The Knux,False,1,0,[]
Firehouse Rock,Wailing Souls,False,28,49,"['reggae', 'roots reggae']"
Ghosts: Second Variation,Albert Ayler,False,8,19,"['avant-garde jazz', 'free jazz', 'jazz saxophone']"
Olivia,Shinehead,False,3,13,"['reggae fusion', 'uk reggae']"
Hit My Heart - Radio Edit,JK,False,4,42,"['deep eurodance', 'hip house']"
Time Travel,Klaus Badelt,False,15,44,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']"
What Is This,Perfection,False,2,2,[]
Menutha,Tony Joe White,False,23,49,"['acoustic blues', 'louisiana blues', 'swamp blues', 'swamp pop', 'swamp rock']"
Expeditions,From Dying Skies,False,1,6,['screamocore']
Dengoso,Turibio Santos,False,23,34,"['choro', 'violao', 'violao classico']"
The Christmas Song (Chestnuts Roasting On An Open Fire),Fred Simon,False,16,34,['new age piano']
The Poet and the Pendulum,Nightwish,False,39,60,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']"
Like A Hurricane,Eddy Raven,False,6,39,['classic country pop']
Mathilda,Jay Randall,False,0,1,['swamp pop']
The Possibilities of Loving You,Francis Dunnery,False,0,5,[]
Green and Blue,Deep Forest,False,14,29,"['healing', 'new age']"
Antes - Salsa Version,Obie Bermudez,False,31,64,"['latin pop', 'puerto rican pop']"
Lazy Day,Herb Alpert & The Tijuana Brass,False,0,9,"['easy listening', 'lounge']"
Shrivasta,William Coulter,False,3,18,['string folk']
In Pursuit of the Implicate Order of Cultural Chaos,Mira,False,0,0,[]
Pathfinders,Elvenking,False,10,20,"['fantasy metal', 'folk metal', 'gothic symphonic metal', 'italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'power metal', 'tolkien metal']"
The Deep Blue Sea (Live),The Irish Rovers,False,3,14,"['canadian celtic', 'irish folk', 'irish pub song', 'shanty']"
Got to Make Me Love You,Tyrone Taylor,False,2,25,"['deep ragga', 'lovers rock']"
"Hey Louise - From ""The Jazz Singer"" Soundtrack",Neil Diamond,False,33,51,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
Strassenkrieg,MC Sadri,False,6,14,[]
Dedicated - 2014 Remaster,Paul Carrack,False,30,26,[]
City Of Screaming Statues,At The Gates,False,8,24,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish melodeath', 'swedish metal', 'thrash metal']"
Three Little Words,The Refreshments,False,9,14,['dansband']
Monkey Junction,Weedeater,False,27,30,"['doom metal', 'drone metal', 'north carolina metal', 'sludge metal', 'stoner metal', 'stoner rock']"
Shadows,The Evil Genius DJ Green Lantern,False,18,25,['battle rap']
"Everything I Do (From ""Robin Hood"")",John C. Williams,False,12,38,['classical guitar']
Train Buffer,Aesop Rock,False,2,13,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop']"
Skit 2,Rakim,False,0,35,['east coast hip hop']
Poema do Semba,Paulo Flores,False,32,33,"['kizomba', 'kizomba antigas', 'musica angolana', 'semba']"
Going Under,DEVO,False,28,37,"['alternative rock', 'art punk', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synth punk', 'synthpop', 'zolo']"
Corcovado,Vince Guaraldi,False,22,61,"['jazz piano', 'space age pop']"
Bumbo Red,Capleton,False,6,25,"['dancehall', 'lovers rock', 'reggae', 'roots reggae']"
War Of The Worlds,The London Theatre Orchestra,False,1,13,['theme']
Red Socks Pugie,Foals,False,36,49,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'neo-synthpop', 'oxford indie', 'shimmer pop']"
Sarah Palin (I Wanna Lay Pipe) - Remix,John Brown,False,0,0,[]
No te apartes de mí,Yahir,False,54,52,"['latin arena pop', 'latin pop', 'mexican pop']"
Going Back To Memphis,Memphis Jug Band,False,1,8,"['acoustic blues', 'appalachian folk', 'jug band', 'memphis blues', 'traditional blues', 'traditional folk']"
Down The Line - 2001 Digital Remaster,Gregory Isaacs,False,8,23,"['lovers rock', 'reggae', 'roots reggae']"
African Typic Collection,Sam Fan Thomas,False,30,27,"['makossa', 'zilizopendwa']"
Tired Of You Clowning,Sunnyland Slim,False,1,22,"['chicago blues', 'delta blues', 'piano blues']"
Anywhere Anytime (2012),Sara Melson,False,0,3,['deep acoustic pop']
A Crow Left of the Murder,Incubus,False,39,56,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']"
Ice Cream Cone,The Laurie Berkner Band,False,6,36,"[""children's music"", 'kindie rock']"
Dark Flashes,Brian Keane,False,0,1,['turkish instrumental']
Moisture,Dishwalla,False,18,53,"['pop rock', 'post-grunge']"
Cry of the Earth,Cybertribe,False,2,10,[]
